Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,7.1,3292.864,34.4375
1,15.0,2325.556,34.4375
2,24.0,3301.328,34.4375
3,15.0,3300.707,34.4375
4,49.0,1969.359,34.4375
5,63.6,3295.407,34.4375
6,16.0,2494.139,34.4375
7,14.9,3295.766,34.4375
8,62.7,3299.762,34.4375
9,19.8,3243.225,34.4375
10,25.7,3299.591,34.4375
11,18.0,3296.339,34.4375
12,22.8,3309.793,34.4375
13,12.0,3300.342,34.4375
14,11.9,3301.542,34.4375
15,23.0,3305.436,34.4375
16,17.0,3231.753,34.4375
17,20.0,2047.178,34.4375
18,9.9,1466.444,34.4375
19,9.2,3300.42,34.4375
20,22.0,3307.971,34.4375
21,12.9,3300.14,34.4375
22,58.4,3258.049,34.4375
23,15.8,3308.715,34.4375
24,23.0,3301.762,34.4375
25,16.2,3296.969,34.4375
26,20.8,3310.373,34.4375
27,19.0,3302.205,34.4375
28,26.5,3300.402,34.4375
29,17.0,3317.237,34.4375
30,19.2,3303.0,34.4375
31,0.0,3308.269,34.4375
32,17.0,3297.505,34.4375
33,13.0,2261.079,34.4375
34,21.0,3299.722,34.4375
35,18.8,3294.379,34.4375
36,13.9,3299.632,34.4375
37,6.9,3299.5,34.4375
38,14.9,3293.004,34.4375
39,19.2,3295.254,34.4375
40,16.7,3299.781,34.4375
41,42.0,2103.9,34.4375
42,18.2,3298.908,34.4375
43,17.8,3297.831,34.4375
44,16.8,3296.044,34.4375
45,22.8,3299.507,34.4375
46,15.0,3300.374,34.4375
47,20.8,3304.095,34.4375
48,17.0,1597.129,34.4375
49,18.0,3214.602,34.4375
50,31.0,1465.575,34.4375
51,79.2,3268.35,34.4375
52,27.0,3297.443,34.4375
53,18.0,3302.168,34.4375
54,16.0,3292.133,34.4375
55,26.0,3292.701,34.4375
56,14.7,3295.85,34.4375
57,20.8,3300.758,34.4375
58,18.8,3292.071,34.4375
59,10.1,3294.163,34.4375
60,17.0,3285.21,34.4375
61,45.0,3302.298,34.4375
62,15.8,3300.071,34.4375
63,18.0,3312.128,34.4375
