Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,35.7,2934.009,35.0
1,37.6,2908.492,35.0
2,13.0,2524.359,35.0
3,17.0,2676.2,35.0
4,14.0,2969.435,35.0
5,10.1,2976.613,35.0
6,19.8,2879.719,35.0
7,11.0,2438.352,35.0
8,18.0,2922.346,35.0
9,25.5,2945.384,35.0
10,56.6,3001.881,35.0
11,16.2,2646.777,35.0
12,13.0,2811.975,35.0
13,47.0,3179.764,35.0
14,19.8,2583.357,35.0
15,19.8,2699.443,35.0
16,19.0,2818.31,35.0
17,23.8,2314.872,35.0
18,17.3,2502.723,35.0
19,57.0,2957.63,35.0
20,61.2,3093.579,35.0
21,15.7,2600.12,35.0
22,68.4,3188.352,35.0
23,11.0,2620.431,35.0
24,8.1,2968.825,35.0
25,21.0,2864.104,35.0
26,39.0,2867.327,35.0
27,18.2,2886.192,35.0
28,17.2,2941.768,35.0
29,10.1,2608.224,35.0
30,21.0,2737.53,35.0
31,23.8,2442.498,35.0
32,11.0,2667.171,35.0
33,14.0,2692.963,35.0
34,22.0,2540.752,35.0
35,21.2,2565.381,35.0
36,11.0,2839.881,35.0
37,18.8,2880.154,35.0
38,18.0,2813.509,35.0
39,14.3,2355.305,35.0
40,20.2,2648.757,35.0
41,17.2,2864.628,35.0
42,17.3,2792.275,35.0
43,15.7,3016.98,35.0
44,61.2,3071.754,35.0
45,19.0,3170.804,35.0
46,21.2,2688.624,35.0
47,18.2,2754.74,35.0
48,21.4,2422.887,35.0
49,23.2,2340.584,35.0
50,11.0,2341.845,35.0
51,16.0,2659.276,35.0
52,14.1,3083.473,35.0
53,13.0,2508.624,35.0
54,2.0,3163.071,35.0
55,11.0,2648.24,35.0
56,47.5,2992.904,35.0
57,11.0,2954.47,35.0
58,15.0,2484.699,35.0
59,20.2,2935.964,35.0
60,57.0,3170.399,35.0
61,19.8,2662.448,35.0
62,23.0,2890.221,35.0
63,24.0,2440.67,35.0
