Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,32.7,1498.154,35.1875
1,22.4,2813.985,35.1875
2,22.4,3302.357,35.1875
3,19.0,2416.551,35.1875
4,11.0,2315.956,35.1875
5,18.0,3298.084,35.1875
6,21.0,2443.396,35.1875
7,21.0,2436.269,35.1875
8,85.0,3243.624,35.1875
9,26.0,2967.491,35.1875
10,21.0,2977.762,35.1875
11,26.3,2967.21,35.1875
12,25.3,3297.645,35.1875
13,18.0,3308.675,35.1875
14,10.3,3294.584,35.1875
15,22.2,3301.317,35.1875
16,21.2,2821.7,35.1875
17,33.3,1466.353,35.1875
18,21.0,3318.816,35.1875
19,18.4,3298.448,35.1875
20,44.4,3292.814,35.1875
21,19.8,3313.105,35.1875
22,23.0,2084.37,35.1875
23,18.2,3308.388,35.1875
24,18.4,3296.259,35.1875
25,18.2,3299.779,35.1875
26,12.1,3284.411,35.1875
27,61.2,3299.67,35.1875
28,6.1,1909.382,35.1875
29,23.2,3299.477,35.1875
30,19.0,3308.063,35.1875
31,54.0,3304.42,35.1875
32,29.0,1481.75,35.1875
33,14.3,1609.771,35.1875
34,30.0,3301.745,35.1875
35,19.2,3301.156,35.1875
36,9.1,3292.151,35.1875
37,10.1,3305.422,35.1875
38,27.0,3294.391,35.1875
39,17.0,2179.571,35.1875
40,11.0,3301.191,35.1875
41,8.1,3305.967,35.1875
42,20.2,3297.54,35.1875
43,13.0,2256.075,35.1875
44,8.2,3297.59,35.1875
45,23.0,2196.986,35.1875
46,42.4,1471.185,35.1875
47,30.3,3249.38,35.1875
48,7.1,3299.265,35.1875
49,2.0,1489.779,35.1875
50,9.0,3292.852,35.1875
51,69.3,3293.573,35.1875
52,15.2,3290.328,35.1875
53,8.1,3303.757,35.1875
54,9.1,2200.296,35.1875
55,8.2,3295.185,35.1875
56,1.0,3296.359,35.1875
57,8.1,3283.312,35.1875
58,20.0,3295.877,35.1875
59,17.8,3314.324,35.1875
60,46.5,2648.582,35.1875
61,2.0,3307.492,35.1875
62,15.0,3312.585,35.1875
63,16.3,3297.52,35.1875
