Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,23.5,2216.537,35.25
1,17.3,2728.016,35.25
2,30.6,3282.043,35.25
3,19.4,1846.709,35.25
4,17.5,3216.704,35.25
5,16.2,3307.777,35.25
6,17.2,2197.912,35.25
7,18.4,3297.109,35.25
8,18.4,3292.735,35.25
9,17.0,2437.443,35.25
10,24.5,3106.38,35.25
11,17.2,1467.224,35.25
12,16.3,3292.66,35.25
13,32.0,3297.882,35.25
14,25.8,3297.096,35.25
15,17.0,3297.101,35.25
16,26.3,3297.163,35.25
17,19.0,2265.708,35.25
18,3.0,3308.602,35.25
19,47.0,3300.08,35.25
20,54.5,3299.901,35.25
21,17.0,3299.911,35.25
22,20.2,3298.392,35.25
23,9.1,3301.948,35.25
24,19.4,2333.309,35.25
25,18.2,3302.34,35.25
26,18.2,3295.751,35.25
27,57.6,3298.245,35.25
28,19.4,3293.4,35.25
29,20.4,1823.21,35.25
30,18.4,2270.724,35.25
31,21.2,3298.179,35.25
32,14.3,3294.32,35.25
33,19.2,3302.725,35.25
34,15.8,3302.994,35.25
35,18.4,1976.471,35.25
36,17.3,3300.364,35.25
37,21.0,3299.764,35.25
38,19.2,3290.11,35.25
39,17.3,3292.992,35.25
40,17.3,3292.753,35.25
41,20.0,2393.716,35.25
42,14.1,2606.927,35.25
43,16.5,3299.968,35.25
44,21.2,3299.472,35.25
45,60.6,3299.953,35.25
46,16.5,3284.923,35.25
47,79.2,2294.86,35.25
48,21.0,3305.586,35.25
49,19.0,3300.002,35.25
50,18.2,3286.889,35.25
51,16.2,3289.21,35.25
52,19.0,3304.446,35.25
53,16.2,3289.091,35.25
54,15.0,3286.538,35.25
55,17.0,3289.207,35.25
56,16.3,3301.936,35.25
57,17.2,3304.114,35.25
58,17.0,3299.97,35.25
59,30.0,3299.284,35.25
60,17.3,1881.92,35.25
61,21.8,2146.315,35.25
62,56.4,3294.821,35.25
63,16.3,3292.55,35.25
