Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,93.0,3031.564,35.125
1,10.1,2874.806,35.125
2,19.0,3081.933,35.125
3,17.0,2642.938,35.125
4,6.0,2650.284,35.125
5,20.8,2644.665,35.125
6,11.0,3160.502,35.125
7,9.0,2509.487,35.125
8,21.8,2717.898,35.125
9,5.0,2649.081,35.125
10,20.2,2745.531,35.125
11,20.8,2543.872,35.125
12,39.2,2865.421,35.125
13,30.7,3082.222,35.125
14,35.6,3009.705,35.125
15,17.8,2561.831,35.125
16,56.6,3136.164,35.125
17,63.6,3053.281,35.125
18,64.6,3018.624,35.125
19,2.0,2640.706,35.125
20,20.2,2611.604,35.125
21,48.5,3059.166,35.125
22,6.9,3145.93,35.125
23,2.0,2922.182,35.125
24,14.0,2834.754,35.125
25,6.9,2996.787,35.125
26,7.1,2352.56,35.125
27,17.0,2720.565,35.125
28,18.0,2587.622,35.125
29,14.9,3045.826,35.125
30,19.0,2630.543,35.125
31,5.9,2759.667,35.125
32,15.8,2783.121,35.125
33,22.0,2677.255,35.125
34,19.0,2928.568,35.125
35,19.0,2776.514,35.125
36,21.6,2593.426,35.125
37,21.0,2601.827,35.125
38,16.2,2859.403,35.125
39,15.8,2953.92,35.125
40,31.3,2982.515,35.125
41,20.8,2714.708,35.125
42,18.0,2660.785,35.125
43,2.0,2478.28,35.125
44,6.0,2550.589,35.125
45,19.4,2847.973,35.125
46,17.8,2854.804,35.125
47,13.0,2607.405,35.125
48,5.0,2910.07,35.125
49,15.8,2645.768,35.125
50,5.0,2556.183,35.125
51,5.9,2574.267,35.125
52,3.0,3117.298,35.125
53,16.8,2950.518,35.125
54,17.8,3168.072,35.125
55,7.9,3011.485,35.125
56,3.0,2654.224,35.125
57,53.0,3182.564,35.125
58,5.0,2326.492,35.125
59,18.0,2936.214,35.125
60,17.8,2596.767,35.125
61,35.4,3166.338,35.125
62,3.0,3005.029,35.125
63,2.0,2775.096,35.125
