Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,18.4,2476.66,34.625
1,41.0,2752.111,34.625
2,20.8,2693.185,34.625
3,22.2,2838.893,34.625
4,11.1,2758.602,34.625
5,19.2,2625.003,34.625
6,23.0,2641.818,34.625
7,15.0,3145.933,34.625
8,17.2,2730.156,34.625
9,11.8,2619.973,34.625
10,21.8,2767.878,34.625
11,20.8,2609.612,34.625
12,8.0,2746.014,34.625
13,10.1,2697.698,34.625
14,17.2,2561.515,34.625
15,19.6,3174.619,34.625
16,45.0,3041.123,34.625
17,11.0,2469.076,34.625
18,31.3,2728.942,34.625
19,18.0,2459.206,34.625
20,9.9,3200.423,34.625
21,36.0,2646.206,34.625
22,1.0,3068.804,34.625
23,13.0,2399.819,34.625
24,17.0,2819.391,34.625
25,15.0,2843.914,34.625
26,28.7,3005.073,34.625
27,19.0,2725.049,34.625
28,14.0,2604.89,34.625
29,46.5,3258.216,34.625
30,46.0,3044.503,34.625
31,6.9,2635.425,34.625
32,16.0,2365.685,34.625
33,21.0,2423.293,34.625
34,19.0,2723.37,34.625
35,40.4,3058.991,34.625
36,20.2,2660.216,34.625
37,42.6,2929.008,34.625
38,31.0,2796.92,34.625
39,73.7,3190.572,34.625
40,15.0,2612.148,34.625
41,14.0,2651.708,34.625
42,20.8,2853.211,34.625
43,16.2,2561.622,34.625
44,14.9,2790.645,34.625
45,12.1,2554.714,34.625
46,17.2,2609.253,34.625
47,11.9,3182.533,34.625
48,17.0,2511.302,34.625
49,10.1,2780.699,34.625
50,15.0,2691.056,34.625
51,9.0,2535.385,34.625
52,38.0,3158.622,34.625
53,17.0,2506.069,34.625
54,47.0,3237.966,34.625
55,13.0,2392.88,34.625
56,19.2,2768.886,34.625
57,51.5,3248.093,34.625
58,35.0,3113.308,34.625
59,20.0,2512.009,34.625
60,13.0,2569.306,34.625
61,17.8,3081.371,34.625
62,12.0,2914.528,34.625
63,11.0,2720.339,34.625
