Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,16.3,2827.586,36.125
1,48.5,3136.907,36.125
2,21.0,2598.663,36.125
3,20.0,2672.358,36.125
4,17.2,2921.384,36.125
5,21.8,2799.801,36.125
6,23.0,2667.833,36.125
7,15.0,2638.868,36.125
8,21.0,3079.592,36.125
9,18.8,2756.428,36.125
10,22.0,2878.168,36.125
11,13.1,2636.711,36.125
12,49.0,3194.849,36.125
13,21.4,2620.736,36.125
14,60.6,3002.391,36.125
15,17.2,2902.51,36.125
16,26.3,2734.961,36.125
17,21.0,2616.134,36.125
18,20.8,2502.546,36.125
19,15.0,2691.584,36.125
20,20.0,2887.338,36.125
21,21.0,2678.855,36.125
22,37.6,2987.884,36.125
23,22.8,2951.836,36.125
24,20.2,2727.432,36.125
25,23.2,2836.633,36.125
26,20.0,2628.685,36.125
27,50.0,3125.976,36.125
28,72.0,3048.244,36.125
29,24.2,3085.227,36.125
30,46.0,3147.728,36.125
31,22.2,2759.445,36.125
32,18.2,2807.149,36.125
33,69.3,3090.058,36.125
34,21.2,2611.221,36.125
35,22.0,2788.239,36.125
36,21.2,2513.116,36.125
37,21.0,2834.859,36.125
38,20.2,2572.982,36.125
39,17.0,2831.829,36.125
40,17.0,3105.105,36.125
41,22.0,2807.704,36.125
42,25.0,2688.013,36.125
43,24.8,2663.294,36.125
44,19.8,3145.227,36.125
45,20.0,2721.118,36.125
46,17.0,2699.18,36.125
47,17.2,2723.537,36.125
48,18.0,2382.722,36.125
49,18.0,2562.429,36.125
50,47.0,2751.185,36.125
51,24.8,2828.999,36.125
52,30.0,3069.545,36.125
53,21.0,2689.099,36.125
54,19.0,2845.778,36.125
55,20.0,2676.875,36.125
56,19.0,2999.491,36.125
57,46.0,3040.58,36.125
58,32.0,2961.684,36.125
59,50.5,3033.342,36.125
60,22.0,2808.815,36.125
61,17.0,3049.907,36.125
62,18.2,2906.096,36.125
63,24.8,2854.218,36.125
