Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,16.0,3286.687,35.0625
1,28.3,1466.459,35.0625
2,13.0,3308.37,35.0625
3,13.3,2535.27,35.0625
4,16.8,3301.304,35.0625
5,10.0,3312.243,35.0625
6,8.0,3281.713,35.0625
7,11.9,2280.98,35.0625
8,13.0,3211.095,35.0625
9,10.2,1467.584,35.0625
10,11.1,3299.675,35.0625
11,15.3,2077.371,35.0625
12,8.0,3300.354,35.0625
13,14.0,3311.513,35.0625
14,5.0,2058.444,35.0625
15,8.0,3300.916,35.0625
16,48.0,2025.062,35.0625
17,12.2,2049.123,35.0625
18,7.1,3294.832,35.0625
19,8.1,2196.175,35.0625
20,17.0,3280.227,35.0625
21,0.0,1469.042,35.0625
22,8.1,1466.547,35.0625
23,12.1,3300.556,35.0625
24,14.3,3277.355,35.0625
25,7.0,3303.018,35.0625
26,9.9,3312.231,35.0625
27,12.1,2454.198,35.0625
28,12.9,3298.554,35.0625
29,11.9,1648.046,35.0625
30,13.1,3301.828,35.0625
31,8.0,2518.098,35.0625
32,29.0,3279.27,35.0625
33,60.4,1426.429,35.0625
34,9.0,3298.244,35.0625
35,54.5,2572.91,35.0625
36,7.0,3299.469,35.0625
37,25.3,3300.688,35.0625
38,16.7,2641.624,35.0625
39,12.0,2200.229,35.0625
40,9.1,3238.89,35.0625
41,40.0,1466.862,35.0625
42,6.1,3282.951,35.0625
43,10.1,2329.749,35.0625
44,26.3,3295.698,35.0625
45,9.0,3301.684,35.0625
46,8.1,1466.002,35.0625
47,10.0,3302.338,35.0625
48,8.0,3300.354,35.0625
49,9.0,1837.15,35.0625
50,56.6,3275.996,35.0625
51,10.9,2201.071,35.0625
52,51.5,3237.549,35.0625
53,8.1,1466.702,35.0625
54,9.0,1466.499,35.0625
55,11.0,3296.732,35.0625
56,14.9,3303.581,35.0625
57,79.0,2974.998,35.0625
58,10.9,2961.406,35.0625
59,12.0,2339.525,35.0625
60,18.0,2974.385,35.0625
61,12.9,1567.642,35.0625
62,7.0,3298.384,35.0625
63,46.0,3288.727,35.0625
