Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,18.2,2547.797,34.5625
1,13.0,2577.595,34.5625
2,16.7,2885.439,34.5625
3,33.7,3127.034,34.5625
4,9.0,2469.8,34.5625
5,13.0,3099.382,34.5625
6,14.1,2599.348,34.5625
7,10.0,2607.9,34.5625
8,11.0,2587.734,34.5625
9,15.8,2528.224,34.5625
10,14.9,2663.742,34.5625
11,11.9,2425.715,34.5625
12,14.1,2719.496,34.5625
13,12.9,2688.524,34.5625
14,19.2,2431.424,34.5625
15,14.0,2599.297,34.5625
16,62.0,2906.373,34.5625
17,8.1,2439.808,34.5625
18,13.9,2432.414,34.5625
19,15.0,2534.278,34.5625
20,54.0,3030.576,34.5625
21,22.8,3193.429,34.5625
22,8.0,2945.626,34.5625
23,18.0,3007.876,34.5625
24,57.0,3020.269,34.5625
25,20.4,2820.87,34.5625
26,18.0,2421.28,34.5625
27,15.8,2769.88,34.5625
28,37.0,2628.538,34.5625
29,15.8,2547.183,34.5625
30,10.9,3100.992,34.5625
31,8.1,2414.947,34.5625
32,19.0,2445.245,34.5625
33,12.0,2434.601,34.5625
34,14.0,2993.804,34.5625
35,70.4,3187.191,34.5625
36,10.0,2474.513,34.5625
37,94.0,3203.845,34.5625
38,15.0,2675.673,34.5625
39,12.0,2581.449,34.5625
40,15.8,2462.211,34.5625
41,8.1,2696.429,34.5625
42,8.0,2862.939,34.5625
43,15.8,2779.786,34.5625
44,9.0,2695.221,34.5625
45,11.0,2625.282,34.5625
46,17.6,2664.276,34.5625
47,11.0,2560.854,34.5625
48,8.2,2783.265,34.5625
49,17.0,2306.744,34.5625
50,20.0,2401.175,34.5625
51,16.0,2547.006,34.5625
52,9.1,2740.887,34.5625
53,14.0,2949.037,34.5625
54,21.0,2589.614,34.5625
55,51.0,3044.299,34.5625
56,15.0,2589.487,34.5625
57,12.0,3029.02,34.5625
58,17.2,2531.094,34.5625
59,8.0,3203.175,34.5625
60,15.3,2443.407,34.5625
61,21.8,2615.932,34.5625
62,19.0,3068.691,34.5625
63,39.0,3097.868,34.5625
