Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,6.9,3230.868,35.75
1,39.4,1883.357,35.75
2,27.0,2066.904,35.75
3,19.8,3295.062,35.75
4,10.9,2058.739,35.75
5,12.9,3087.707,35.75
6,22.0,3303.858,35.75
7,25.3,1793.559,35.75
8,19.2,1985.215,35.75
9,22.8,2309.803,35.75
10,42.0,3285.326,35.75
11,22.2,2779.021,35.75
12,9.0,2622.244,35.75
13,22.0,2264.09,35.75
14,11.0,2353.016,35.75
15,33.0,2301.706,35.75
16,24.0,3300.167,35.75
17,23.0,3299.812,35.75
18,19.0,2821.89,35.75
19,7.0,3300.542,35.75
20,27.3,3275.175,35.75
21,5.0,3304.059,35.75
22,23.0,1994.483,35.75
23,21.0,3293.846,35.75
24,7.0,1621.194,35.75
25,21.2,2240.984,35.75
26,41.0,3272.553,35.75
27,8.9,1987.122,35.75
28,22.5,3314.567,35.75
29,6.1,2750.219,35.75
30,49.5,1947.262,35.75
31,13.0,2844.125,35.75
32,37.4,3299.105,35.75
33,19.8,3295.35,35.75
34,16.0,2087.763,35.75
35,13.9,3133.414,35.75
36,19.0,1755.367,35.75
37,24.2,3302.855,35.75
38,11.9,3276.268,35.75
39,23.0,2078.985,35.75
40,30.3,1876.84,35.75
41,36.0,2704.461,35.75
42,8.9,3295.307,35.75
43,57.6,2688.865,35.75
44,13.0,2543.743,35.75
45,23.0,3300.084,35.75
46,21.8,2364.029,35.75
47,7.0,2598.9,35.75
48,6.1,3279.887,35.75
49,21.0,3299.595,35.75
50,62.0,2695.778,35.75
51,23.0,3296.849,35.75
52,20.8,3300.084,35.75
53,47.5,3270.194,35.75
54,10.0,1940.269,35.75
55,29.6,3280.762,35.75
56,49.0,2251.186,35.75
57,7.0,2541.236,35.75
58,19.0,3299.271,35.75
59,10.0,1933.586,35.75
60,6.0,3281.027,35.75
61,16.8,2223.774,35.75
62,7.1,1877.716,35.75
63,7.0,2762.263,35.75
