Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,14.9,1372.122,35.375
1,28.0,1538.372,35.375
2,7.1,1402.258,35.375
3,9.1,2266.827,35.375
4,11.1,1513.992,35.375
5,8.1,2849.887,35.375
6,32.0,3221.79,35.375
7,9.0,2173.506,35.375
8,13.0,2358.014,35.375
9,6.1,1402.283,35.375
10,10.9,1540.39,35.375
11,15.0,2238.015,35.375
12,26.8,1466.666,35.375
13,24.8,3262.035,35.375
14,6.1,1530.721,35.375
15,20.0,3265.045,35.375
16,13.0,1553.07,35.375
17,6.9,1547.8,35.375
18,42.0,1537.352,35.375
19,10.0,1799.015,35.375
20,48.5,1846.714,35.375
21,10.1,1499.217,35.375
22,10.1,1797.322,35.375
23,6.1,1499.121,35.375
24,42.4,3294.854,35.375
25,8.1,1649.457,35.375
26,35.0,1463.692,35.375
27,36.6,3296.721,35.375
28,54.0,3291.466,35.375
29,7.1,2264.677,35.375
30,14.1,1797.588,35.375
31,50.5,1798.993,35.375
32,18.8,1480.676,35.375
33,12.1,1835.029,35.375
34,14.9,3301.795,35.375
35,14.1,2196.954,35.375
36,8.0,1466.489,35.375
37,14.0,3299.781,35.375
38,9.9,3276.779,35.375
39,9.1,2164.408,35.375
40,6.1,2237.616,35.375
41,13.9,1370.891,35.375
42,49.0,1479.475,35.375
43,49.0,1711.698,35.375
44,9.9,1444.064,35.375
45,26.3,3240.238,35.375
46,12.1,1459.546,35.375
47,14.1,3298.554,35.375
48,7.1,1499.753,35.375
49,13.9,1499.599,35.375
50,5.1,1497.828,35.375
51,12.0,1868.407,35.375
52,6.9,2310.643,35.375
53,19.2,1482.982,35.375
54,6.1,2287.634,35.375
55,13.0,1483.251,35.375
56,4.0,2902.222,35.375
57,5.0,2902.968,35.375
58,12.0,1459.325,35.375
59,12.0,3299.043,35.375
60,6.1,3296.7,35.375
61,25.0,3292.717,35.375
62,13.9,1948.149,35.375
63,13.0,2236.959,35.375
