Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,20.2,3300.905,36.0625
1,18.6,1466.446,36.0625
2,42.9,3302.302,36.0625
3,19.0,2367.662,36.0625
4,21.4,2207.522,36.0625
5,26.0,3302.997,36.0625
6,23.0,3300.378,36.0625
7,27.0,2203.079,36.0625
8,18.2,3299.722,36.0625
9,15.8,3298.759,36.0625
10,20.0,3300.348,36.0625
11,28.7,3297.106,36.0625
12,21.4,3304.918,36.0625
13,29.0,2205.306,36.0625
14,16.3,1369.547,36.0625
15,31.0,2412.013,36.0625
16,22.2,1466.649,36.0625
17,22.8,3300.14,36.0625
18,64.6,3280.124,36.0625
19,17.0,3312.585,36.0625
20,21.4,2218.066,36.0625
21,19.2,3304.694,36.0625
22,16.8,3299.789,36.0625
23,19.8,3294.41,36.0625
24,23.2,3296.769,36.0625
25,21.2,3306.025,36.0625
26,16.2,3301.738,36.0625
27,10.9,3299.079,36.0625
28,44.6,3302.906,36.0625
29,19.2,3305.364,36.0625
30,24.2,3310.429,36.0625
31,55.6,3306.45,36.0625
32,19.8,3299.447,36.0625
33,19.2,1463.802,36.0625
34,32.7,3292.92,36.0625
35,19.0,3299.793,36.0625
36,19.4,2190.105,36.0625
37,18.8,3305.413,36.0625
38,16.0,3296.195,36.0625
39,16.8,2200.056,36.0625
40,37.0,3290.917,36.0625
41,74.5,3293.172,36.0625
42,19.0,3298.123,36.0625
43,26.3,3291.802,36.0625
44,17.3,2344.717,36.0625
45,20.8,2193.159,36.0625
46,18.8,1416.674,36.0625
47,43.0,2708.646,36.0625
48,24.2,1466.549,36.0625
49,14.1,3299.43,36.0625
50,16.0,3294.869,36.0625
51,18.2,3293.161,36.0625
52,20.0,2199.233,36.0625
53,40.4,3301.299,36.0625
54,18.2,3301.41,36.0625
55,23.8,3307.464,36.0625
56,39.2,3275.268,36.0625
57,54.0,3290.362,36.0625
58,33.0,3299.679,36.0625
59,20.2,3297.267,36.0625
60,19.0,3296.959,36.0625
61,17.0,2340.06,36.0625
62,21.2,2396.936,36.0625
63,29.0,3275.135,36.0625
