Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,23.3,3290.989,35.0
1,21.8,2195.02,35.0
2,32.0,3297.597,35.0
3,24.5,3299.927,35.0
4,21.2,3293.507,35.0
5,63.6,3267.62,35.0
6,18.2,3315.681,35.0
7,21.0,3311.756,35.0
8,16.0,3300.081,35.0
9,4.0,3301.521,35.0
10,20.0,3295.034,35.0
11,31.0,3308.266,35.0
12,60.6,3268.237,35.0
13,11.1,1668.863,35.0
14,16.8,1987.356,35.0
15,22.0,3300.535,35.0
16,21.2,3295.12,35.0
17,20.2,3300.137,35.0
18,50.0,3300.083,35.0
19,20.8,3299.544,35.0
20,19.0,3297.442,35.0
21,25.0,3297.438,35.0
22,51.0,2222.026,35.0
23,13.0,3297.476,35.0
24,19.2,3287.522,35.0
25,18.0,2408.229,35.0
26,23.8,3299.918,35.0
27,54.5,3299.994,35.0
28,9.1,3297.446,35.0
29,26.3,3297.32,35.0
30,26.3,3300.079,35.0
31,18.2,3299.896,35.0
32,17.0,3281.729,35.0
33,14.1,2277.954,35.0
34,20.0,3290.28,35.0
35,12.0,3297.31,35.0
36,38.0,3290.116,35.0
37,43.1,3298.752,35.0
38,22.0,3292.038,35.0
39,12.0,3297.104,35.0
40,17.0,3308.548,35.0
41,31.0,3300.087,35.0
42,20.2,3295.029,35.0
43,8.0,3299.357,35.0
44,4.0,3292.046,35.0
45,16.0,1688.248,35.0
46,24.8,3297.125,35.0
47,10.0,3297.438,35.0
48,15.0,3299.348,35.0
49,29.0,3299.133,35.0
50,18.0,3301.715,35.0
51,53.0,3300.662,35.0
52,23.2,3294.864,35.0
53,21.0,3301.145,35.0
54,15.0,2656.038,35.0
55,10.1,3297.48,35.0
56,23.0,3293.053,35.0
57,50.5,3298.684,35.0
58,23.0,3299.813,35.0
59,16.0,3299.927,35.0
60,22.2,3298.436,35.0
61,20.2,3297.335,35.0
62,42.0,3298.461,35.0
63,20.0,3293.717,35.0
