Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,31.6,2625.419,34.4375
1,43.0,2785.615,34.4375
2,37.0,2669.077,34.4375
3,19.4,2770.379,34.4375
4,19.0,2792.977,34.4375
5,19.8,2866.94,34.4375
6,22.0,2727.792,34.4375
7,28.0,2589.936,34.4375
8,21.2,2631.208,34.4375
9,24.5,2788.584,34.4375
10,38.0,3099.483,34.4375
11,16.0,3234.116,34.4375
12,19.2,2726.109,34.4375
13,26.7,2585.319,34.4375
14,33.7,2694.109,34.4375
15,20.2,2651.276,34.4375
16,58.6,2925.753,34.4375
17,25.7,2533.476,34.4375
18,85.1,3101.64,34.4375
19,21.0,2831.415,34.4375
20,16.8,2841.366,34.4375
21,12.0,2591.818,34.4375
22,64.7,3162.659,34.4375
23,14.0,3031.106,34.4375
24,13.0,2983.075,34.4375
25,7.1,2645.071,34.4375
26,68.3,3172.564,34.4375
27,19.8,2554.375,34.4375
28,16.0,3222.819,34.4375
29,23.8,2752.776,34.4375
30,26.0,3086.981,34.4375
31,19.2,2711.7,34.4375
32,27.0,2616.027,34.4375
33,23.2,2705.254,34.4375
34,27.0,2673.16,34.4375
35,19.2,2617.45,34.4375
36,24.0,2714.406,34.4375
37,19.0,2714.647,34.4375
38,20.0,2601.601,34.4375
39,18.8,2650.459,34.4375
40,19.0,2552.116,34.4375
41,17.8,2705.537,34.4375
42,16.2,2809.464,34.4375
43,18.8,3146.074,34.4375
44,23.0,2689.326,34.4375
45,29.7,2940.81,34.4375
46,18.8,2475.3,34.4375
47,20.0,2583.942,34.4375
48,27.6,2729.712,34.4375
49,20.0,2460.426,34.4375
50,18.8,3009.168,34.4375
51,23.2,3001.605,34.4375
52,28.7,2857.926,34.4375
53,15.0,2537.783,34.4375
54,21.8,3175.813,34.4375
55,47.5,3178.759,34.4375
56,18.2,2757.452,34.4375
57,20.8,2874.257,34.4375
58,21.8,2972.53,34.4375
59,19.0,2678.772,34.4375
60,44.0,3280.35,34.4375
61,17.2,2728.436,34.4375
62,22.0,3044.112,34.4375
63,23.0,2795.258,34.4375
