Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,25.5,3300.044,34.25
1,19.2,3295.298,34.25
2,19.0,3017.765,34.25
3,18.0,3300.104,34.25
4,22.4,2964.643,34.25
5,17.8,3016.815,34.25
6,9.9,2238.693,34.25
7,19.8,3292.727,34.25
8,82.8,3293.47,34.25
9,27.0,3270.789,34.25
10,29.0,3293.556,34.25
11,22.2,3300.091,34.25
12,26.7,3300.075,34.25
13,20.2,3297.733,34.25
14,23.0,3295.611,34.25
15,18.2,3293.726,34.25
16,69.0,3299.837,34.25
17,19.2,3293.852,34.25
18,20.0,3299.72,34.25
19,31.0,3284.255,34.25
20,12.0,3299.701,34.25
21,13.0,3285.208,34.25
22,56.6,3300.074,34.25
23,7.0,3297.035,34.25
24,62.2,3286.834,34.25
25,24.0,3297.234,34.25
26,37.4,3298.035,34.25
27,58.0,3300.089,34.25
28,24.5,3299.664,34.25
29,25.0,3300.119,34.25
30,28.7,3294.542,34.25
31,16.2,3301.049,34.25
32,18.2,3061.75,34.25
33,36.6,3299.632,34.25
34,20.0,3300.066,34.25
35,9.1,3295.78,34.25
36,18.2,2632.961,34.25
37,24.0,3107.235,34.25
38,20.6,2232.071,34.25
39,22.0,3292.482,34.25
40,24.8,3292.615,34.25
41,21.0,3259.81,34.25
42,19.8,3267.479,34.25
43,15.8,3300.078,34.25
44,78.0,3297.141,34.25
45,33.7,3299.644,34.25
46,24.0,3300.089,34.25
47,25.0,3295.818,34.25
48,17.2,3040.364,34.25
49,21.2,3300.086,34.25
50,27.7,3291.345,34.25
51,22.5,3292.744,34.25
52,23.0,3288.399,34.25
53,17.2,3292.229,34.25
54,11.0,3297.269,34.25
55,19.0,3300.092,34.25
56,16.0,3297.589,34.25
57,13.0,3292.026,34.25
58,24.5,3271.34,34.25
59,18.2,3297.639,34.25
60,20.2,3299.628,34.25
61,23.8,3068.433,34.25
62,15.8,3297.503,34.25
63,52.0,3287.282,34.25
