Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,18.0,1906.237,35.375
1,15.8,2084.349,35.375
2,19.2,2151.091,35.375
3,18.0,2191.763,35.375
4,25.7,2298.632,35.375
5,12.0,3294.538,35.375
6,78.4,3260.615,35.375
7,33.7,1690.639,35.375
8,19.0,1480.122,35.375
9,13.0,1850.972,35.375
10,17.8,2145.105,35.375
11,21.6,3297.288,35.375
12,20.0,3299.449,35.375
13,16.0,3294.077,35.375
14,19.0,1735.624,35.375
15,13.9,1708.373,35.375
16,23.5,2052.366,35.375
17,17.8,1712.765,35.375
18,14.1,2445.071,35.375
19,19.4,3297.588,35.375
20,44.0,3277.8,35.375
21,13.7,3070.035,35.375
22,15.0,1718.135,35.375
23,25.7,3295.25,35.375
24,17.0,3297.417,35.375
25,16.0,2319.574,35.375
26,24.8,1660.665,35.375
27,23.8,2397.383,35.375
28,48.5,2288.123,35.375
29,24.8,3297.787,35.375
30,19.8,2392.274,35.375
31,28.7,1694.573,35.375
32,11.0,1685.367,35.375
33,22.2,2420.974,35.375
34,16.8,2147.393,35.375
35,12.9,3300.078,35.375
36,18.8,2298.777,35.375
37,17.2,3284.902,35.375
38,14.9,3295.249,35.375
39,15.8,2225.057,35.375
40,11.9,2447.363,35.375
41,23.0,1851.916,35.375
42,18.2,2614.869,35.375
43,16.0,3280.396,35.375
44,21.0,3297.579,35.375
45,18.8,1831.598,35.375
46,12.9,2348.813,35.375
47,18.0,1940.824,35.375
48,17.0,1724.606,35.375
49,17.0,1712.349,35.375
50,16.8,1704.129,35.375
51,22.0,3295.166,35.375
52,17.2,3298.324,35.375
53,56.0,3295.279,35.375
54,16.0,3300.899,35.375
55,19.0,3290.675,35.375
56,52.5,3280.413,35.375
57,23.0,2319.718,35.375
58,10.1,1850.216,35.375
59,5.0,1876.362,35.375
60,6.9,2197.483,35.375
61,56.4,3283.552,35.375
62,45.5,2686.661,35.375
63,15.2,2771.859,35.375
