Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,21.8,2274.123,34.25
1,26.3,3296.72,34.25
2,18.0,2230.537,34.25
3,25.3,3306.787,34.25
4,17.2,3301.439,34.25
5,36.0,3294.892,34.25
6,25.5,3311.084,34.25
7,19.6,2202.927,34.25
8,22.2,2146.455,34.25
9,19.2,3187.516,34.25
10,65.0,3269.234,34.25
11,39.0,3295.927,34.25
12,24.0,3309.245,34.25
13,21.0,2236.245,34.25
14,19.4,3309.175,34.25
15,21.0,3309.055,34.25
16,17.2,3261.737,34.25
17,21.4,3299.375,34.25
18,26.5,3296.722,34.25
19,14.1,3146.151,34.25
20,18.2,3311.521,34.25
21,13.9,3300.158,34.25
22,19.0,3300.372,34.25
23,24.0,3299.44,34.25
24,18.0,2200.056,34.25
25,18.0,3309.802,34.25
26,52.0,3303.399,34.25
27,40.0,3320.961,34.25
28,26.5,3306.794,34.25
29,16.0,2490.813,34.25
30,14.0,3302.557,34.25
31,14.1,3305.689,34.25
32,20.0,2237.11,34.25
33,22.0,3290.866,34.25
34,16.2,2255.887,34.25
35,21.0,3291.349,34.25
36,29.0,3293.255,34.25
37,69.7,3263.889,34.25
38,16.7,3302.201,34.25
39,16.2,2197.264,34.25
40,18.2,2217.479,34.25
41,20.0,3299.799,34.25
42,31.3,3298.075,34.25
43,16.3,3297.007,34.25
44,16.0,3287.963,34.25
45,26.3,2330.809,34.25
46,17.0,3295.477,34.25
47,23.0,3300.939,34.25
48,23.0,3202.426,34.25
49,25.3,3286.489,34.25
50,21.8,3298.73,34.25
51,17.2,2135.671,34.25
52,21.2,3290.709,34.25
53,24.0,3294.424,34.25
54,57.0,3309.507,34.25
55,22.0,3295.411,34.25
56,16.2,2199.871,34.25
57,22.0,3297.277,34.25
58,19.4,3299.055,34.25
59,36.0,3299.904,34.25
60,18.2,3292.917,34.25
61,20.4,3303.943,34.25
62,51.5,3304.575,34.25
63,25.5,3297.819,34.25
