Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,27.0,2657.31,35.3125
1,17.8,2635.073,35.3125
2,20.2,2928.68,35.3125
3,16.2,2580.43,35.3125
4,13.1,2677.263,35.3125
5,17.2,2740.474,35.3125
6,38.0,3206.25,35.3125
7,24.0,2892.143,35.3125
8,68.7,3072.101,35.3125
9,18.0,2872.667,35.3125
10,18.2,2717.649,35.3125
11,22.2,2703.032,35.3125
12,17.0,2780.554,35.3125
13,18.0,2778.445,35.3125
14,88.1,3183.791,35.3125
15,19.0,2736.563,35.3125
16,16.2,2265.238,35.3125
17,16.2,2495.081,35.3125
18,10.1,2459.576,35.3125
19,44.4,3033.498,35.3125
20,64.0,3214.058,35.3125
21,15.0,2655.585,35.3125
22,12.0,3118.772,35.3125
23,15.8,2202.02,35.3125
24,17.2,2566.755,35.3125
25,14.0,2800.286,35.3125
26,16.2,2788.268,35.3125
27,14.3,2438.445,35.3125
28,13.0,2835.313,35.3125
29,14.0,2862.391,35.3125
30,12.9,2485.767,35.3125
31,11.9,3174.692,35.3125
32,19.2,2557.885,35.3125
33,18.4,2529.355,35.3125
34,18.0,2699.456,35.3125
35,15.0,2640.352,35.3125
36,20.0,2725.8,35.3125
37,17.0,2600.636,35.3125
38,69.0,3146.52,35.3125
39,20.8,2850.248,35.3125
40,15.0,2836.909,35.3125
41,18.2,2992.211,35.3125
42,18.8,2549.687,35.3125
43,15.8,2838.649,35.3125
44,25.5,2957.4,35.3125
45,17.0,2761.731,35.3125
46,14.0,3210.856,35.3125
47,16.3,2879.48,35.3125
48,18.2,2255.943,35.3125
49,59.6,3098.699,35.3125
50,24.0,2344.574,35.3125
51,12.0,2702.873,35.3125
52,49.5,3266.648,35.3125
53,7.0,2649.605,35.3125
54,44.0,3212.143,35.3125
55,16.0,2331.939,35.3125
56,11.9,2837.407,35.3125
57,13.9,2630.565,35.3125
58,4.0,2526.27,35.3125
59,15.0,2472.495,35.3125
60,14.1,2820.097,35.3125
61,13.9,2973.671,35.3125
62,14.9,2582.029,35.3125
63,16.2,2851.27,35.3125
