Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,1.0,2592.353,34.25
1,11.1,2623.931,34.25
2,22.0,2804.719,34.25
3,20.0,2567.155,34.25
4,43.0,3060.159,34.25
5,15.7,2695.667,34.25
6,12.1,3064.443,34.25
7,10.0,2985.977,34.25
8,15.0,2630.666,34.25
9,11.0,2808.193,34.25
10,12.9,2716.775,34.25
11,36.0,2668.957,34.25
12,32.3,2969.873,34.25
13,12.0,2641.275,34.25
14,14.9,2570.441,34.25
15,32.3,2690.092,34.25
16,43.0,3223.299,34.25
17,9.3,2780.555,34.25
18,11.0,2894.665,34.25
19,45.0,3044.516,34.25
20,14.1,2747.309,34.25
21,53.5,3225.52,34.25
22,10.0,2599.116,34.25
23,11.1,2349.985,34.25
24,10.0,2823.928,34.25
25,10.1,2500.796,34.25
26,10.9,2478.743,34.25
27,12.1,2374.5,34.25
28,12.0,2601.799,34.25
29,9.0,2557.655,34.25
30,9.1,2611.645,34.25
31,14.0,2645.54,34.25
32,29.0,2519.863,34.25
33,11.1,2577.385,34.25
34,48.5,2878.557,34.25
35,13.0,2532.063,34.25
36,6.1,3186.081,34.25
37,11.1,2583.506,34.25
38,11.2,2993.51,34.25
39,11.0,2476.243,34.25
40,64.4,2953.709,34.25
41,13.9,2610.904,34.25
42,12.0,2676.339,34.25
43,13.0,2557.361,34.25
44,12.0,2829.945,34.25
45,11.1,2848.289,34.25
46,8.1,2621.042,34.25
47,16.0,2706.373,34.25
48,67.0,3207.195,34.25
49,12.2,2338.982,34.25
50,15.0,2583.276,34.25
51,11.1,2810.928,34.25
52,13.1,2620.171,34.25
53,13.0,3167.366,34.25
54,10.0,2756.776,34.25
55,12.0,2339.578,34.25
56,11.1,2642.721,34.25
57,10.1,2496.358,34.25
58,12.1,2401.244,34.25
59,11.1,2363.006,34.25
60,10.0,2734.243,34.25
61,12.0,2634.444,34.25
62,9.0,2560.368,34.25
63,10.1,2728.888,34.25
