Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,17.0,2470.328,35.0
1,22.0,2456.988,35.0
2,35.4,3274.35,35.0
3,27.7,2476.504,35.0
4,24.5,1951.683,35.0
5,21.0,1954.362,35.0
6,21.8,2015.393,35.0
7,17.0,2608.461,35.0
8,20.0,2491.766,35.0
9,20.0,2567.474,35.0
10,18.0,2121.515,35.0
11,20.2,1954.349,35.0
12,17.8,2035.353,35.0
13,20.0,2574.14,35.0
14,94.9,3265.601,35.0
15,20.2,2646.151,35.0
16,19.2,2047.419,35.0
17,35.0,3275.958,35.0
18,53.9,3277.527,35.0
19,18.2,3286.927,35.0
20,18.6,2083.629,35.0
21,19.2,1807.45,35.0
22,19.0,2033.81,35.0
23,17.8,1823.316,35.0
24,46.5,2160.841,35.0
25,15.0,1811.403,35.0
26,62.4,3274.406,35.0
27,11.0,2024.831,35.0
28,18.2,2118.422,35.0
29,52.5,2604.4,35.0
30,19.8,1806.788,35.0
31,15.2,1889.052,35.0
32,26.0,2467.395,35.0
33,20.2,2511.319,35.0
34,28.3,3268.848,35.0
35,66.0,2188.116,35.0
36,21.0,1830.773,35.0
37,20.0,1791.487,35.0
38,19.2,1702.204,35.0
39,20.0,2339.34,35.0
40,20.0,2525.27,35.0
41,20.0,2232.556,35.0
42,19.8,1850.572,35.0
43,21.0,1791.742,35.0
44,18.0,1708.744,35.0
45,20.0,2236.128,35.0
46,22.0,3272.155,35.0
47,24.0,2527.739,35.0
48,22.4,2083.284,35.0
49,18.4,3297.229,35.0
50,16.2,3297.559,35.0
51,22.0,3297.43,35.0
52,18.0,1708.432,35.0
53,62.4,1550.656,35.0
54,17.0,1594.74,35.0
55,53.5,1549.084,35.0
56,16.0,1791.679,35.0
57,19.0,1558.045,35.0
58,16.2,3293.108,35.0
59,14.0,1466.171,35.0
60,10.9,1719.546,35.0
61,22.8,2229.556,35.0
62,17.8,1549.426,35.0
63,20.0,1666.096,35.0
