Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,16.3,2967.663,35.75
1,10.9,2787.414,35.75
2,30.6,2808.909,35.75
3,20.2,2980.054,35.75
4,14.0,2719.668,35.75
5,13.1,2758.232,35.75
6,14.1,2831.729,35.75
7,27.3,2893.562,35.75
8,9.1,2807.702,35.75
9,8.0,3072.391,35.75
10,34.3,3025.424,35.75
11,12.1,2696.201,35.75
12,37.4,3142.205,35.75
13,12.0,2868.208,35.75
14,14.1,2771.854,35.75
15,13.1,2593.07,35.75
16,9.1,2633.283,35.75
17,9.1,2941.613,35.75
18,12.0,2796.889,35.75
19,10.0,2641.071,35.75
20,8.9,2923.048,35.75
21,6.0,2978.646,35.75
22,9.2,2837.672,35.75
23,43.0,3075.218,35.75
24,11.1,2773.767,35.75
25,7.1,3198.622,35.75
26,12.0,2593.643,35.75
27,10.0,2822.816,35.75
28,10.0,2842.761,35.75
29,9.1,2834.911,35.75
30,2.0,3027.846,35.75
31,8.1,3094.399,35.75
32,30.3,3005.855,35.75
33,12.0,2808.927,35.75
34,18.6,2744.221,35.75
35,24.5,2761.981,35.75
36,12.0,2780.243,35.75
37,23.0,2929.866,35.75
38,10.1,2800.222,35.75
39,14.3,3052.385,35.75
40,9.1,2664.372,35.75
41,78.8,3176.662,35.75
42,41.2,3007.137,35.75
43,13.1,2820.974,35.75
44,19.0,2985.428,35.75
45,10.9,2930.745,35.75
46,11.2,3015.591,35.75
47,37.0,2869.294,35.75
48,11.9,2525.276,35.75
49,11.0,2928.447,35.75
50,5.1,3135.538,35.75
51,8.1,2610.541,35.75
52,9.0,2761.822,35.75
53,53.5,3162.962,35.75
54,9.0,2655.95,35.75
55,10.1,2959.568,35.75
56,2.0,3001.493,35.75
57,47.0,3205.997,35.75
58,7.1,2834.507,35.75
59,10.1,2882.707,35.75
60,28.7,3118.48,35.75
61,11.0,2711.752,35.75
62,9.0,2927.906,35.75
63,55.4,3261.584,35.75
