Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,24.2,1584.533,35.0625
1,22.8,3299.897,35.0625
2,56.0,2662.686,35.0625
3,51.0,3294.872,35.0625
4,26.7,2277.393,35.0625
5,25.5,3292.5,35.0625
6,28.0,2198.546,35.0625
7,31.0,3267.707,35.0625
8,20.0,2385.58,35.0625
9,25.7,2454.298,35.0625
10,23.8,2198.524,35.0625
11,20.8,3297.493,35.0625
12,38.6,1466.475,35.0625
13,30.7,2874.113,35.0625
14,22.0,3294.993,35.0625
15,30.4,3303.418,35.0625
16,28.7,3247.194,35.0625
17,20.0,2215.768,35.0625
18,54.0,1810.317,35.0625
19,47.5,3297.05,35.0625
20,20.2,3299.771,35.0625
21,22.2,1603.277,35.0625
22,20.2,3299.907,35.0625
23,15.5,3110.974,35.0625
24,24.8,3301.898,35.0625
25,40.6,3285.473,35.0625
26,24.0,2167.034,35.0625
27,19.0,3297.375,35.0625
28,22.8,3296.661,35.0625
29,57.4,3297.91,35.0625
30,27.0,3283.712,35.0625
31,7.9,2673.296,35.0625
32,22.0,1656.004,35.0625
33,26.7,3299.851,35.0625
34,17.0,2197.694,35.0625
35,34.3,3267.172,35.0625
36,32.7,2277.199,35.0625
37,28.7,3307.979,35.0625
38,22.8,2198.54,35.0625
39,21.8,3295.703,35.0625
40,23.0,2385.633,35.0625
41,21.0,2453.95,35.0625
42,26.3,2198.545,35.0625
43,27.3,3297.475,35.0625
44,18.0,1429.343,35.0625
45,75.2,2666.112,35.0625
46,19.0,3295.725,35.0625
47,20.8,3294.669,35.0625
48,20.8,2459.161,35.0625
49,23.8,2312.732,35.0625
50,21.0,1827.166,35.0625
51,26.0,3297.066,35.0625
52,18.0,3298.705,35.0625
53,83.7,1731.94,35.0625
54,30.4,3304.111,35.0625
55,26.7,2697.734,35.0625
56,17.8,3293.458,35.0625
57,32.0,3300.081,35.0625
58,16.0,1751.118,35.0625
59,30.4,3297.357,35.0625
60,17.8,3299.13,35.0625
61,20.6,3294.077,35.0625
62,6.0,3296.581,35.0625
63,7.9,2219.982,35.0625
