Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,21.0,3294.2,36.6875
1,20.2,2942.773,36.6875
2,33.0,1724.192,36.6875
3,21.0,2898.294,36.6875
4,23.0,2041.561,36.6875
5,17.0,2942.071,36.6875
6,16.2,2797.033,36.6875
7,17.0,2871.959,36.6875
8,22.8,2983.023,36.6875
9,43.0,3304.82,36.6875
10,13.0,3296.316,36.6875
11,14.9,1740.578,36.6875
12,23.2,3035.804,36.6875
13,20.0,2966.788,36.6875
14,18.0,1484.03,36.6875
15,21.2,2913.875,36.6875
16,27.3,2838.328,36.6875
17,10.0,3237.76,36.6875
18,20.2,1494.325,36.6875
19,50.0,3304.768,36.6875
20,9.1,3302.983,36.6875
21,19.2,2920.955,36.6875
22,18.2,3314.066,36.6875
23,18.0,3318.296,36.6875
24,20.2,2900.338,36.6875
25,14.0,1733.954,36.6875
26,22.2,2208.432,36.6875
27,20.2,3299.913,36.6875
28,10.0,3309.762,36.6875
29,19.2,3312.942,36.6875
30,8.0,2081.056,36.6875
31,73.5,3290.81,36.6875
32,21.0,3275.464,36.6875
33,16.0,1693.605,36.6875
34,16.8,2950.987,36.6875
35,44.6,2010.446,36.6875
36,18.8,3025.275,36.6875
37,23.0,3038.889,36.6875
38,22.0,2835.903,36.6875
39,13.1,2803.071,36.6875
40,10.1,1745.387,36.6875
41,21.4,3279.744,36.6875
42,93.9,3290.678,36.6875
43,22.0,2193.267,36.6875
44,14.1,3054.01,36.6875
45,9.0,1876.214,36.6875
46,15.0,1485.023,36.6875
47,9.0,1976.029,36.6875
48,10.0,2458.994,36.6875
49,45.0,2909.272,36.6875
50,10.0,1496.845,36.6875
51,20.8,1841.548,36.6875
52,16.2,3299.322,36.6875
53,22.0,3009.739,36.6875
54,10.0,3294.867,36.6875
55,12.0,3296.97,36.6875
56,24.2,2988.584,36.6875
57,11.0,1733.874,36.6875
58,19.2,2208.984,36.6875
59,48.5,3299.045,36.6875
60,63.6,3301.916,36.6875
61,9.1,3296.38,36.6875
62,21.0,2977.336,36.6875
63,10.0,3297.92,36.6875
