Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,2.0,2125.503,33.8125
1,20.8,2402.302,33.8125
2,19.8,2402.56,33.8125
3,14.9,2402.565,33.8125
4,6.1,2402.632,33.8125
5,1.0,2402.511,33.8125
6,14.9,2402.936,33.8125
7,6.9,1849.866,33.8125
8,6.0,2704.937,33.8125
9,14.0,2402.901,33.8125
10,12.9,2906.904,33.8125
11,0.0,2279.5,33.8125
12,71.7,2598.287,33.8125
13,20.8,2402.867,33.8125
14,21.0,2402.967,33.8125
15,14.0,2403.196,33.8125
16,7.9,1534.855,33.8125
17,8.9,1483.52,33.8125
18,22.2,1979.393,33.8125
19,7.1,3300.601,33.8125
20,3.0,1649.936,33.8125
21,15.0,3308.442,33.8125
22,7.9,1648.503,33.8125
23,20.8,3299.511,33.8125
24,7.9,1795.809,33.8125
25,27.7,1497.836,33.8125
26,7.0,3299.635,33.8125
27,7.9,1649.43,33.8125
28,7.9,1485.483,33.8125
29,0.0,2100.053,33.8125
30,7.9,1465.605,33.8125
31,21.6,3319.004,33.8125
32,15.8,1976.839,33.8125
33,14.1,2417.55,33.8125
34,13.9,2424.438,33.8125
35,14.0,2420.721,33.8125
36,14.9,2415.915,33.8125
37,17.0,2413.137,33.8125
38,14.9,2490.121,33.8125
39,20.8,1945.795,33.8125
40,14.9,2852.176,33.8125
41,14.0,2425.488,33.8125
42,28.7,2376.706,33.8125
43,15.0,2385.21,33.8125
44,14.0,1923.157,33.8125
45,14.0,2414.063,33.8125
46,14.0,2610.271,33.8125
47,14.9,2458.574,33.8125
48,22.0,1996.966,33.8125
49,0.0,1486.862,33.8125
50,7.9,3196.373,33.8125
51,32.0,3300.085,33.8125
52,0.0,1628.597,33.8125
53,19.0,2313.997,33.8125
54,7.9,1656.333,33.8125
55,7.0,3302.76,33.8125
56,7.9,1796.975,33.8125
57,46.0,1500.231,33.8125
58,81.0,3292.955,33.8125
59,7.1,1649.978,33.8125
60,8.0,1485.462,33.8125
61,23.0,2001.956,33.8125
62,7.0,1482.878,33.8125
63,7.0,2381.067,33.8125
