Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,32.4,2880.583,34.3125
1,13.0,2636.631,34.3125
2,77.0,3205.893,34.3125
3,38.2,3296.38,34.3125
4,13.9,2456.506,34.3125
5,24.0,2681.229,34.3125
6,40.0,1805.803,34.3125
7,14.0,2254.891,34.3125
8,10.9,2629.551,34.3125
9,30.0,3267.841,34.3125
10,13.7,2739.654,34.3125
11,37.3,2741.28,34.3125
12,48.5,3292.508,34.3125
13,33.3,3304.516,34.3125
14,37.4,2738.356,34.3125
15,38.0,2884.297,34.3125
16,44.6,3272.83,34.3125
17,40.6,1524.595,34.3125
18,51.0,2790.635,34.3125
19,48.5,3239.982,34.3125
20,17.8,3083.017,34.3125
21,35.6,3289.602,34.3125
22,25.0,3297.639,34.3125
23,26.7,2327.962,34.3125
24,44.1,3307.386,34.3125
25,40.0,3300.656,34.3125
26,44.1,3288.433,34.3125
27,12.0,3298.864,34.3125
28,44.6,2288.912,34.3125
29,8.9,2176.707,34.3125
30,47.1,3299.806,34.3125
31,40.2,3299.351,34.3125
32,20.8,3307.054,34.3125
33,13.0,2633.054,34.3125
34,12.7,3181.016,34.3125
35,11.1,3173.976,34.3125
36,12.9,2302.859,34.3125
37,26.7,2569.909,34.3125
38,12.0,2259.988,34.3125
39,32.0,2258.718,34.3125
40,35.6,3299.878,34.3125
41,26.5,3304.149,34.3125
42,38.6,3306.491,34.3125
43,12.0,2744.515,34.3125
44,11.0,3168.65,34.3125
45,10.9,3170.23,34.3125
46,13.7,2734.841,34.3125
47,25.7,2740.972,34.3125
48,44.1,3295.5,34.3125
49,12.0,2105.068,34.3125
50,28.4,2726.362,34.3125
51,55.4,2153.432,34.3125
52,36.6,2873.624,34.3125
53,15.8,2405.256,34.3125
54,38.6,3300.362,34.3125
55,23.8,3270.93,34.3125
56,44.6,3292.493,34.3125
57,11.0,3300.085,34.3125
58,45.1,3207.811,34.3125
59,38.2,3300.925,34.3125
60,44.6,1605.672,34.3125
61,39.6,3259.674,34.3125
62,26.0,3295.284,34.3125
63,85.1,3278.504,34.3125
