Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,46.9,3059.206,33.0625
1,35.7,3191.326,33.0625
2,49.5,2787.704,33.0625
3,45.9,3274.544,33.0625
4,39.4,3286.118,33.0625
5,55.1,3136.965,33.0625
6,47.0,3017.868,33.0625
7,39.0,3302.219,33.0625
8,43.9,3074.78,33.0625
9,41.6,3303.838,33.0625
10,48.0,2663.596,33.0625
11,50.0,2822.23,33.0625
12,52.0,3042.484,33.0625
13,44.3,3056.073,33.0625
14,49.5,3001.926,33.0625
15,40.4,3298.527,33.0625
16,44.0,3317.282,33.0625
17,46.0,3274.58,33.0625
18,39.0,2204.446,33.0625
19,41.6,1489.918,33.0625
20,47.5,3275.749,33.0625
21,43.0,3299.932,33.0625
22,43.6,2142.59,33.0625
23,48.5,3275.652,33.0625
24,65.0,1641.901,33.0625
25,54.5,3291.062,33.0625
26,52.0,2866.241,33.0625
27,38.4,2203.82,33.0625
28,35.0,3278.472,33.0625
29,51.0,2225.401,33.0625
30,45.0,1863.871,33.0625
31,41.0,3265.411,33.0625
32,50.0,3039.57,33.0625
33,48.5,3049.825,33.0625
34,49.5,2780.677,33.0625
35,38.6,3288.794,33.0625
36,48.5,3038.15,33.0625
37,49.0,3037.623,33.0625
38,52.0,3008.867,33.0625
39,47.4,3278.063,33.0625
40,39.0,3290.512,33.0625
41,46.9,3078.829,33.0625
42,39.0,2147.085,33.0625
43,50.5,2807.366,33.0625
44,75.2,3035.229,33.0625
45,47.9,3289.198,33.0625
46,35.7,2645.341,33.0625
47,50.5,3274.16,33.0625
48,38.8,3297.623,33.0625
49,41.6,3298.136,33.0625
50,52.0,3065.72,33.0625
51,38.4,1483.964,33.0625
52,39.6,3299.126,33.0625
53,43.0,3302.619,33.0625
54,52.5,2843.357,33.0625
55,40.6,3301.179,33.0625
56,41.2,2746.467,33.0625
57,60.6,3248.029,33.0625
58,44.0,3279.878,33.0625
59,52.0,2851.485,33.0625
60,98.0,3237.439,33.0625
61,44.6,2060.443,33.0625
62,41.6,3007.935,33.0625
63,45.0,3276.452,33.0625
