Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,42.4,3213.819,34.5625
1,46.5,2707.077,34.5625
2,11.1,3300.679,34.5625
3,45.1,3288.763,34.5625
4,41.7,3311.613,34.5625
5,37.3,3300.358,34.5625
6,10.1,3311.306,34.5625
7,44.7,3304.317,34.5625
8,44.6,3302.678,34.5625
9,20.6,3289.187,34.5625
10,14.0,3309.689,34.5625
11,43.6,3306.99,34.5625
12,37.9,3299.577,34.5625
13,44.1,3302.451,34.5625
14,44.6,3306.6,34.5625
15,13.0,3319.179,34.5625
16,33.7,1466.374,34.5625
17,10.0,3300.084,34.5625
18,26.5,1466.615,34.5625
19,36.4,3297.376,34.5625
20,14.0,3299.453,34.5625
21,42.0,3308.945,34.5625
22,62.6,3302.001,34.5625
23,11.0,3305.867,34.5625
24,37.0,3317.806,34.5625
25,22.0,3318.297,34.5625
26,19.8,3308.293,34.5625
27,11.0,3304.117,34.5625
28,44.6,3302.972,34.5625
29,12.2,1464.536,34.5625
30,59.0,1610.102,34.5625
31,32.4,1479.474,34.5625
32,44.0,3295.273,34.5625
33,12.0,3300.084,34.5625
34,44.1,3289.129,34.5625
35,45.2,3306.509,34.5625
36,43.3,3291.117,34.5625
37,11.0,3308.084,34.5625
38,36.6,3295.004,34.5625
39,45.2,3294.732,34.5625
40,44.6,3308.14,34.5625
41,86.3,3219.878,34.5625
42,42.2,3302.635,34.5625
43,44.1,3306.864,34.5625
44,11.0,3297.212,34.5625
45,44.1,3297.095,34.5625
46,12.0,3296.781,34.5625
47,44.2,3304.021,34.5625
48,11.9,1466.244,34.5625
49,43.1,3298.298,34.5625
50,13.0,1466.404,34.5625
51,27.0,3298.339,34.5625
52,44.1,3300.431,34.5625
53,12.1,3296.623,34.5625
54,10.0,3306.07,34.5625
55,38.6,3295.783,34.5625
56,12.9,3308.324,34.5625
57,11.1,3284.435,34.5625
58,42.0,3294.975,34.5625
59,43.7,3287.488,34.5625
60,12.0,3300.049,34.5625
61,13.0,1465.446,34.5625
62,11.0,2005.907,34.5625
63,10.1,1395.877,34.5625
